flags,instruction,category,intent
BLZ,help deiting the address,SHIPPING,change_shipping_address
BL,I don't know how I can leave my feedback for your services,FEEDBACK,review
BELN,I cannot check my compensation current status,REFUND,track_refund
BL,I want support editing my address,SHIPPING,change_shipping_address
BMQ,wanna know more about creating {{Account Category}} accounts,ACCOUNT,create_account
BILQZ,can i see when my package is gonna arirve,DELIVERY,delivery_period
BIL,how do I use the {{Account Type}} profile?,ACCOUNT,switch_account
BL,I have to get a compensation of money,REFUND,get_refund
BL,help me cancelling the {{Account Type}} account,ACCOUNT,delete_account
BILQ,can i remove a {{Account Type}} account,ACCOUNT,delete_account
BL,assistance to enter a different delivery address,SHIPPING,set_up_shipping_address
BEL,I do not know what to do to edit the delivery address,SHIPPING,change_shipping_address
BLW,I want assistance notifying of a goddamn payment issue,PAYMENT,payment_issue
BKM,report issues creating account,ACCOUNT,registration_problems
BLMQ,want help to shop a few of ur article,ORDER,place_order
BLQ,wanna know more about a shipping address update,SHIPPING,change_shipping_address
BILMZ,how do I ddmand refunds of my money?,REFUND,get_refund
BELMQZ,i do not know what i need to do to order some fo ur article,ORDER,place_order
BL,assistance to talk with someone,CONTACT,contact_human_agent
BL,I don't know what I have to do to sign up to the newsletter,SUBSCRIPTION,newsletter_subscription
BILP,could you help me check the termination penalty?,CANCEL,check_cancellation_fee
BK,use {{Account Category}} account,ACCOUNT,switch_account
BLM,I want assistance to inform of errors with registrations,ACCOUNT,registration_problems
BCIP,"I need to edit my user, how could I do it?",ACCOUNT,edit_account
B,"I don't know what I have to do to check my invoice #00108",INVOICE,check_invoice
BE,I cannot change the shipping address,SHIPPING,change_shipping_address
BLMQ,need assistance informing of problems with online payment,PAYMENT,payment_issue
BKL,leave comment about a service,FEEDBACK,review
BLQW,need help seeing what damn payment options are accepted,PAYMENT,check_payment_methods
BL,I need to see how soon can I expect my shipment,DELIVERY,delivery_period
BKLQ,editing info on {{Account Type}} account,ACCOUNT,edit_account
BLM,help informing of a problem with online payments,PAYMENT,payment_issue
BL,I want help setting up the delivery address,SHIPPING,set_up_shipping_address
BILQ,can ya help me notify of an issue with payment,PAYMENT,payment_issue
BILP,could I list your available payment options?,PAYMENT,check_payment_methods
BL,assistance seeing how soon can I expect my item,DELIVERY,delivery_period
BL,help me to see your available payment modalities,PAYMENT,check_payment_methods
BILP,could you tell me about correcting my shipping address?,SHIPPING,change_shipping_address
BLQZ,i try to open a  standard account,ACCOUNT,create_account
BILM,where do I see what delivery methods are there?,DELIVERY,delivery_options
BLQ,help me to check ur allowed payment options,PAYMENT,check_payment_methods
BCL,"I want to modify the information on my user, help me",ACCOUNT,edit_account
BCEL,"I am not happy with your work, help lodging a customer claim",FEEDBACK,complaint
BLQ,need help leaving a comment about your services,FEEDBACK,review
BMQ,i dont know how i can get refunds,REFUND,get_refund
BLQZ,help me cancel my subscriptiopn to ur newsletter,SUBSCRIPTION,newsletter_subscription
BL,I try to edit the address,SHIPPING,change_shipping_address
BCL,"I have to edit the address, I need assistance",SHIPPING,change_shipping_address
BELQ,i do not know what to do to delete the pro account,ACCOUNT,delete_account
BILZ,how can I see the status of purchae {{Order Number}}?,ORDER,track_order
BILPQ,how could i see the eta of the order {{Order Number}},ORDER,track_order
BILMZ,is it possible to report issues with sin-up?,ACCOUNT,registration_problems
BL,check what payment options are available,PAYMENT,check_payment_methods
BLZ,I want assistance trying to change the shipping addrses,SHIPPING,change_shipping_address
BLMQ,want assistance seeing what methods for delivery I have,DELIVERY,delivery_options
BKL,checking order {{Order Number}} current status,ORDER,track_order
BKL,modify data on premium account,ACCOUNT,edit_account
BIL,what do I have to do to chat with somebody?,CONTACT,contact_human_agent
BLNQ,i cant see the current status of purchase {{Order Number}},ORDER,track_order
BCL,"I don't use my gold account, I want assistance removing it",ACCOUNT,delete_account
BKLZ,editing pro  account,ACCOUNT,edit_account
BIL,can you help me to correct my address?,SHIPPING,change_shipping_address
BCL,"my experience with your brand was bad, lodge a reclamation",FEEDBACK,complaint
BLQ,need help to check how soon can I expect my parcel,DELIVERY,delivery_period
BKL,edit data on gold account,ACCOUNT,edit_account
BCEIL,"you are not helpful at all, can you direct to me a person?",CONTACT,contact_human_agent
BLMQ,wanna earn some of ur article,ORDER,place_order
BI,how long do refunds take?,REFUND,check_refund_policy
BLMQZ,i need assistance asdking for compensations,REFUND,get_refund
BELQ,"i do not know how to download the bill #37777",INVOICE,get_invoice
BILMQZ,wqhere can i order some of ur article,ORDER,place_order
BILW,where do I list the damn accepted payment modalities?,PAYMENT,check_payment_methods
BELQ,i do not know what to do to set up my new shipping address,SHIPPING,set_up_shipping_address
BIL,do you have a way to leave a review about your company?,FEEDBACK,review
BCLZ,"I have tounsubscribe from the newsletter, help me",SUBSCRIPTION,newsletter_subscription
BLM,I want assistance buying some of your product,ORDER,place_order
BLM,assistance looking for my invoices from {{Person Name}},INVOICE,check_invoice
BLQ,i need assistance to open a pro account for my dad,ACCOUNT,create_account
BILQ,where can i check how soon can i expect my item,DELIVERY,delivery_period
BELQ,i do not know how i can talk to a human agent,CONTACT,contact_human_agent
BILP,where could I see when my delivery is going to arrive?,DELIVERY,delivery_period
BILMP,would it be possible to see what shipping methods are there?,DELIVERY,delivery_options
BL,I am waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BLM,I need assistance obtaining rebates of money,REFUND,get_refund
BILMQZ,where can i eanr a few of ur item,ORDER,place_order
BL,help me to close the platinum account,ACCOUNT,delete_account
BL,there is an error trying to update the address,SHIPPING,change_shipping_address
BIL,can you help me to lodge a claim against your business?,FEEDBACK,complaint
BLQ,i dont know what i need to do to open a {{Account Type}} account,ACCOUNT,create_account
BL,I need assistance listing the allowed payment modalities,PAYMENT,check_payment_methods
BLM,I want help to receive refunds of money,REFUND,get_refund
BL,I have to create a premium account for my fiance,ACCOUNT,create_account
BL,know if there is anything new on my restitution,REFUND,track_refund
BL,I have got to set up a secondary shipping address,SHIPPING,set_up_shipping_address
BKL,editing freemium account,ACCOUNT,edit_account
BLW,I don't know how to see the bloody withdrawal penalty,CANCEL,check_cancellation_fee
BL,I don't know what I need to do to cancel the {{Account Type}} account,ACCOUNT,delete_account
BLQWZ,i need assistance tospeak with fucking customer support,CONTACT,contact_customer_service
BIL,how do I list the allowed payment methods?,PAYMENT,check_payment_methods
BKL,cancelling pro account,ACCOUNT,delete_account
BELMN,I cannot inform of sign-up issues,ACCOUNT,registration_problems
BL,assistance to send some feedback for your company,FEEDBACK,review
BILM,can you help me to order several articles?,ORDER,place_order
BILZ,where to lodge a reclamation against your business ?,FEEDBACK,complaint
BIQS,do ya deliver to {{Delivery City}},DELIVERY,delivery_options
BCLNQZ,i dont have a {{Account Category}} account eyt i need to sign up,ACCOUNT,create_account
BL,help me to see at what time I can reach customer assistance,CONTACT,contact_customer_service
BILQZ,were can i see the allowed payment modalities,PAYMENT,check_payment_methods
BL,I need to reset the PIN code of my account,ACCOUNT,recover_password
BLM,I have problems with the options for shipment,DELIVERY,delivery_options
BKL,changing information on {{Account Type}} account,ACCOUNT,edit_account
BK,leaving review for your services,FEEDBACK,review
BEL,I do not know how to obtain a restitution of my money,REFUND,get_refund
BL,there is a problem correcting the delivery address,SHIPPING,change_shipping_address
BEL,I am experiencing a problem with the sign-up,ACCOUNT,registration_problems
BLQ,need to speak with somebody,CONTACT,contact_human_agent
BLMQW,i need help to receive fucking compensations,REFUND,get_refund
BCL,"I can't make a payment, inform of an error with payment",PAYMENT,payment_issue
BCIL,"I need to see the termination penalty, how can I do it?",CANCEL,check_cancellation_fee
BISZ,cn I place an order from {{Delivery City}}?,DELIVERY,delivery_options
BLSZ,hsipping to {{Delivery Country}},DELIVERY,delivery_options
BILZ,inwhat situations can I ask to be reimbursed?,REFUND,check_refund_policy
BL,there is an error trying to update my address,SHIPPING,change_shipping_address
BL,assistance using the gold profile,ACCOUNT,switch_account
BILM,what are the fees for breaking the contract?,CANCEL,check_cancellation_fee
BIL,is it possible to notify of a registration problem?,ACCOUNT,registration_problems
BCELQ,"i cannot find bill #37777 mail it to me",INVOICE,get_invoice
BLM,I need to see the early exit penalties,CANCEL,check_cancellation_fee
BL,I want help to set my new delivery address up,SHIPPING,set_up_shipping_address
BLZ,chwck under which circumstances can I request reimbursements,REFUND,check_refund_policy
BLQ,i have got to check ur accepted payment modalities,PAYMENT,check_payment_methods
BLZ,open a {{Account Type}} acocunt,ACCOUNT,create_account
BL,I don't know how to list the payment options,PAYMENT,check_payment_methods
BL,I want to know about subscribing to your newsletter,SUBSCRIPTION,newsletter_subscription
BL,assistance to see the ETA of order {{Order Number}},ORDER,track_order
BKL,"get bill #37777",INVOICE,get_invoice
BK,use pro account,ACCOUNT,switch_account
BL,find my bill from {{Person Name}},INVOICE,check_invoice
BLZ,open a premium acocunt,ACCOUNT,create_account
BLZ,problem submktting another delivery address,SHIPPING,set_up_shipping_address
BL,changing data on {{Account Type}} account,ACCOUNT,edit_account
BL,"I want to look for the invoice #12588",INVOICE,check_invoice
BLM,I have problems setting a secondary shipping address up,SHIPPING,set_up_shipping_address
BKLM,notify of trouble with online payments,PAYMENT,payment_issue
BL,I want assistance trying to correct my address,SHIPPING,change_shipping_address
BCQ,i have to create a {{Account Type}} account i need help,ACCOUNT,create_account
BLM,supports editing the delivery address,SHIPPING,change_shipping_address
BLW,I can't enter another bloody delivery address,SHIPPING,set_up_shipping_address
BIQSZ,do ya deoiver to {{Delivery City}},DELIVERY,delivery_options
BILM,how do I inform of a problem with online payments?,PAYMENT,payment_issue
B,transfer to me an agent,CONTACT,contact_human_agent
BIL,can you help me editing my address?,SHIPPING,change_shipping_address
BL,help me check in what situations can I ask to be reimbursed,REFUND,check_refund_policy
BIL,can I see under which circumstances can I ask for a refund?,REFUND,check_refund_policy
BLM,I have problems submitting the delivery address,SHIPPING,set_up_shipping_address
BL,assistance requesting a compensation of money,REFUND,get_refund
BILM,how can I download the invoices from {{Person Name}}?,INVOICE,get_invoice
BCLQV,i have lost my profile pwd help me to recover it,ACCOUNT,recover_password
BLQZ,"i dont know  what i have to do to download the bill #37777",INVOICE,get_invoice
BL,I need assistance to check order {{Order Number}} current status,ORDER,track_order
BL,I have to see in what situations can I ask for a refund,REFUND,check_refund_policy
BKLM,troubles modifying address,SHIPPING,change_shipping_address
